id,user_id,tagline,bio,visibility_scope,completion_score,created_at,updated_at
30,30,认真找对象,猫派，咖啡控，喜欢书店和博物馆。,public,0,2025-07-05 09:27:13,2025-07-05 09:27:13
31,31,有趣的灵魂在路上,热爱运动与电影，期待遇见志同道合的你。,public,0,2025-07-20 09:27:13,2025-07-20 09:27:13
32,32,享受生活，热爱运动,热爱运动与电影，期待遇见志同道合的你。,matched,0,2025-06-24 09:27:13,2025-06-24 09:27:13
33,33,认真找对象,猫派，咖啡控，喜欢书店和博物馆。,public,0,2025-09-09 09:27:13,2025-09-09 09:27:13
34,34,认真找对象,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,0,2025-08-13 09:27:13,2025-08-13 09:27:13
35,35,享受生活，热爱运动,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,0,2025-08-30 09:27:13,2025-08-30 09:27:13
36,36,慢热但真诚,热爱运动与电影，期待遇见志同道合的你。,matched,0,2025-07-01 09:27:13,2025-07-01 09:27:13
37,37,享受生活，热爱运动,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,0,2025-08-09 09:27:13,2025-08-09 09:27:13
38,38,慢热但真诚,程序员一枚，喜欢做饭和摄影，认真对待感情。,public,0,2025-06-21 09:27:13,2025-06-21 09:27:13
39,39,有趣的灵魂在路上,猫派，咖啡控，喜欢书店和博物馆。,matched,0,2025-06-29 09:27:13,2025-06-29 09:27:13
40,40,享受生活，热爱运动,程序员一枚，喜欢做饭和摄影，认真对待感情。,matched,0,2025-08-19 09:27:13,2025-08-19 09:27:13
41,41,认真找对象,热爱运动与电影，期待遇见志同道合的你。,matchmaker_only,0,2025-06-29 09:27:13,2025-06-29 09:27:13
42,42,爱阅读、爱旅行,热爱运动与电影，期待遇见志同道合的你。,matched,0,2025-06-23 09:27:13,2025-06-23 09:27:13
43,43,认真找对象,程序员一枚，喜欢做饭和摄影，认真对待感情。,matched,0,2025-07-27 09:27:13,2025-07-27 09:27:13
44,44,爱阅读、爱旅行,程序员一枚，喜欢做饭和摄影，认真对待感情。,matched,0,2025-09-14 09:27:13,2025-09-14 09:27:13
45,45,享受生活，热爱运动,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,0,2025-07-17 09:27:13,2025-07-17 09:27:13
46,46,认真找对象,热爱运动与电影，期待遇见志同道合的你。,public,0,2025-07-04 09:27:13,2025-07-04 09:27:13
47,47,爱阅读、爱旅行,外向开朗，周末citywalk，向往稳定的亲密关系。,matched,0,2025-08-28 09:27:13,2025-08-28 09:27:13
48,48,认真找对象,热爱运动与电影，期待遇见志同道合的你。,matched,0,2025-09-02 09:27:13,2025-09-02 09:27:13
49,49,认真找对象,外向开朗，周末citywalk，向往稳定的亲密关系。,matched,0,2025-06-19 09:27:13,2025-06-19 09:27:13
50,50,有趣的灵魂在路上,热爱运动与电影，期待遇见志同道合的你。,public,0,2025-06-22 09:27:13,2025-06-22 09:27:13
51,51,享受生活，热爱运动,热爱运动与电影，期待遇见志同道合的你。,public,0,2025-07-15 09:27:13,2025-07-15 09:27:13
52,52,认真找对象,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,0,2025-07-20 09:27:13,2025-07-20 09:27:13
53,53,有趣的灵魂在路上,猫派，咖啡控，喜欢书店和博物馆。,public,0,2025-07-02 09:27:13,2025-07-02 09:27:13
54,54,认真找对象,热爱运动与电影，期待遇见志同道合的你。,public,0,2025-09-01 09:27:13,2025-09-01 09:27:13
55,55,有趣的灵魂在路上,猫派，咖啡控，喜欢书店和博物馆。,matched,0,2025-06-22 09:27:13,2025-06-22 09:27:13
56,56,享受生活，热爱运动,热爱运动与电影，期待遇见志同道合的你。,public,0,2025-09-01 09:27:13,2025-09-01 09:27:13
57,57,有趣的灵魂在路上,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,0,2025-07-14 09:27:13,2025-07-14 09:27:13
58,58,爱阅读、爱旅行,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,0,2025-06-30 09:27:13,2025-06-30 09:27:13
59,59,有趣的灵魂在路上,猫派，咖啡控，喜欢书店和博物馆。,matched,0,2025-07-07 09:27:13,2025-07-07 09:27:13
60,60,爱阅读、爱旅行,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,0,2025-08-16 09:27:13,2025-08-16 09:27:13
61,61,享受生活，热爱运动,热爱运动与电影，期待遇见志同道合的你。,matched,0,2025-08-14 09:27:13,2025-08-14 09:27:13
62,62,有趣的灵魂在路上,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,0,2025-07-06 09:27:13,2025-07-06 09:27:13
63,63,有趣的灵魂在路上,程序员一枚，喜欢做饭和摄影，认真对待感情。,matchmaker_only,0,2025-09-07 09:27:13,2025-09-07 09:27:13
64,64,爱阅读、爱旅行,热爱运动与电影，期待遇见志同道合的你。,public,0,2025-06-16 09:27:13,2025-06-16 09:27:13
65,65,享受生活，热爱运动,程序员一枚，喜欢做饭和摄影，认真对待感情。,matchmaker_only,0,2025-07-31 09:27:13,2025-07-31 09:27:13
66,66,有趣的灵魂在路上,程序员一枚，喜欢做饭和摄影，认真对待感情。,matched,0,2025-08-31 09:27:13,2025-08-31 09:27:13
67,67,爱阅读、爱旅行,猫派，咖啡控，喜欢书店和博物馆。,matched,0,2025-07-08 09:27:13,2025-07-08 09:27:13
68,68,慢热但真诚,猫派，咖啡控，喜欢书店和博物馆。,public,0,2025-06-27 09:27:13,2025-06-27 09:27:13
69,69,有趣的灵魂在路上,外向开朗，周末citywalk，向往稳定的亲密关系。,public,0,2025-08-28 09:27:13,2025-08-28 09:27:13
70,70,爱阅读、爱旅行,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,0,2025-07-21 09:27:13,2025-07-21 09:27:13
71,71,认真找对象,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,0,2025-08-01 09:27:13,2025-08-01 09:27:13
72,72,认真找对象,程序员一枚，喜欢做饭和摄影，认真对待感情。,matchmaker_only,0,2025-07-10 09:27:13,2025-07-10 09:27:13
73,73,爱阅读、爱旅行,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,0,2025-07-10 09:27:13,2025-07-10 09:27:13
74,74,享受生活，热爱运动,程序员一枚，喜欢做饭和摄影，认真对待感情。,public,0,2025-08-25 09:27:13,2025-08-25 09:27:13
75,75,慢热但真诚,程序员一枚，喜欢做饭和摄影，认真对待感情。,matchmaker_only,0,2025-08-07 09:27:13,2025-08-07 09:27:13
76,76,认真找对象,热爱运动与电影，期待遇见志同道合的你。,public,0,2025-08-27 09:27:13,2025-08-27 09:27:13
77,77,认真找对象,猫派，咖啡控，喜欢书店和博物馆。,public,0,2025-09-05 09:27:13,2025-09-05 09:27:13
78,78,有趣的灵魂在路上,热爱运动与电影，期待遇见志同道合的你。,matched,0,2025-08-23 09:27:13,2025-08-23 09:27:13
79,79,爱阅读、爱旅行,猫派，咖啡控，喜欢书店和博物馆。,matched,0,2025-08-01 09:27:13,2025-08-01 09:27:13
80,80,有趣的灵魂在路上,猫派，咖啡控，喜欢书店和博物馆。,public,0,2025-08-31 09:27:13,2025-08-31 09:27:13
81,81,认真找对象,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,0,2025-07-08 09:27:13,2025-07-08 09:27:13
82,82,认真找对象,外向开朗，周末citywalk，向往稳定的亲密关系。,public,0,2025-06-23 09:27:13,2025-06-23 09:27:13
83,83,有趣的灵魂在路上,猫派，咖啡控，喜欢书店和博物馆。,matched,0,2025-08-27 09:27:13,2025-08-27 09:27:13
84,84,有趣的灵魂在路上,程序员一枚，喜欢做饭和摄影，认真对待感情。,matched,0,2025-07-22 09:27:13,2025-07-22 09:27:13
85,85,认真找对象,外向开朗，周末citywalk，向往稳定的亲密关系。,matched,0,2025-08-21 09:27:13,2025-08-21 09:27:13
86,86,享受生活，热爱运动,热爱运动与电影，期待遇见志同道合的你。,public,0,2025-09-12 09:27:13,2025-09-12 09:27:13
87,87,爱阅读、爱旅行,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,0,2025-09-02 09:27:13,2025-09-02 09:27:13
88,88,有趣的灵魂在路上,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,0,2025-07-19 09:27:13,2025-07-19 09:27:13
89,89,爱阅读、爱旅行,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,0,2025-07-09 09:27:13,2025-07-09 09:27:13
90,90,慢热但真诚,程序员一枚，喜欢做饭和摄影，认真对待感情。,matchmaker_only,0,2025-08-21 09:27:13,2025-08-21 09:27:13
91,91,慢热但真诚,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,0,2025-08-17 09:27:13,2025-08-17 09:27:13
92,92,享受生活，热爱运动,程序员一枚，喜欢做饭和摄影，认真对待感情。,matchmaker_only,0,2025-08-04 09:27:13,2025-08-04 09:27:13
93,93,有趣的灵魂在路上,程序员一枚，喜欢做饭和摄影，认真对待感情。,matched,0,2025-07-09 09:27:13,2025-07-09 09:27:13
94,94,享受生活，热爱运动,程序员一枚，喜欢做饭和摄影，认真对待感情。,matchmaker_only,0,2025-07-02 09:27:13,2025-07-02 09:27:13
95,95,认真找对象,外向开朗，周末citywalk，向往稳定的亲密关系。,matched,0,2025-06-29 09:27:13,2025-06-29 09:27:13
96,96,有趣的灵魂在路上,外向开朗，周末citywalk，向往稳定的亲密关系。,public,0,2025-06-17 09:27:13,2025-06-17 09:27:13
97,97,享受生活，热爱运动,外向开朗，周末citywalk，向往稳定的亲密关系。,matched,0,2025-07-31 09:27:13,2025-07-31 09:27:13
98,98,慢热但真诚,热爱运动与电影，期待遇见志同道合的你。,matched,0,2025-07-29 09:27:13,2025-07-29 09:27:13
99,99,享受生活，热爱运动,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,0,2025-08-05 09:27:13,2025-08-05 09:27:13
100,100,享受生活，热爱运动,热爱运动与电影，期待遇见志同道合的你。,matchmaker_only,0,2025-06-27 09:27:13,2025-06-27 09:27:13
101,101,有趣的灵魂在路上,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,0,2025-06-17 09:27:13,2025-06-17 09:27:13
102,102,慢热但真诚,外向开朗，周末citywalk，向往稳定的亲密关系。,matched,0,2025-07-14 09:27:13,2025-07-14 09:27:13
103,103,认真找对象,外向开朗，周末citywalk，向往稳定的亲密关系。,public,0,2025-06-22 09:27:13,2025-06-22 09:27:13
104,104,享受生活，热爱运动,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,0,2025-08-13 09:27:13,2025-08-13 09:27:13
105,105,认真找对象,猫派，咖啡控，喜欢书店和博物馆。,public,0,2025-07-30 09:27:13,2025-07-30 09:27:13
106,106,享受生活，热爱运动,程序员一枚，喜欢做饭和摄影，认真对待感情。,matchmaker_only,0,2025-07-23 09:27:13,2025-07-23 09:27:13
107,107,爱阅读、爱旅行,程序员一枚，喜欢做饭和摄影，认真对待感情。,matched,0,2025-07-16 09:27:13,2025-07-16 09:27:13
108,108,爱阅读、爱旅行,热爱运动与电影，期待遇见志同道合的你。,matchmaker_only,0,2025-08-06 09:27:13,2025-08-06 09:27:13
109,109,爱阅读、爱旅行,外向开朗，周末citywalk，向往稳定的亲密关系。,matched,0,2025-07-25 09:27:13,2025-07-25 09:27:13
110,110,认真找对象,热爱运动与电影，期待遇见志同道合的你。,matchmaker_only,0,2025-09-10 09:27:13,2025-09-10 09:27:13
111,111,享受生活，热爱运动,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,0,2025-09-08 09:27:13,2025-09-08 09:27:13
112,112,爱阅读、爱旅行,猫派，咖啡控，喜欢书店和博物馆。,public,0,2025-09-14 09:27:13,2025-09-14 09:27:13
113,113,认真找对象,热爱运动与电影，期待遇见志同道合的你。,public,0,2025-08-29 09:27:13,2025-08-29 09:27:13
114,114,慢热但真诚,外向开朗，周末citywalk，向往稳定的亲密关系。,matched,0,2025-08-26 09:27:13,2025-08-26 09:27:13
115,115,爱阅读、爱旅行,外向开朗，周末citywalk，向往稳定的亲密关系。,matched,0,2025-08-22 09:27:13,2025-08-22 09:27:13
116,116,认真找对象,热爱运动与电影，期待遇见志同道合的你。,matchmaker_only,0,2025-09-09 09:27:13,2025-09-09 09:27:13
117,117,慢热但真诚,热爱运动与电影，期待遇见志同道合的你。,matchmaker_only,0,2025-09-06 09:27:13,2025-09-06 09:27:13
118,118,慢热但真诚,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,0,2025-07-20 09:27:13,2025-07-20 09:27:13
119,119,享受生活，热爱运动,热爱运动与电影，期待遇见志同道合的你。,public,0,2025-08-16 09:27:13,2025-08-16 09:27:13
120,120,慢热但真诚,热爱运动与电影，期待遇见志同道合的你。,public,0,2025-08-20 09:27:13,2025-08-20 09:27:13
121,121,认真找对象,热爱运动与电影，期待遇见志同道合的你。,matchmaker_only,0,2025-07-03 09:27:13,2025-07-03 09:27:13
122,122,慢热但真诚,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,0,2025-08-01 09:27:13,2025-08-01 09:27:13
123,123,有趣的灵魂在路上,热爱运动与电影，期待遇见志同道合的你。,public,0,2025-07-12 09:27:13,2025-07-12 09:27:13
124,124,爱阅读、爱旅行,猫派，咖啡控，喜欢书店和博物馆。,public,0,2025-07-02 09:27:13,2025-07-02 09:27:13
125,125,爱阅读、爱旅行,程序员一枚，喜欢做饭和摄影，认真对待感情。,public,0,2025-07-12 09:27:13,2025-07-12 09:27:13
126,126,慢热但真诚,热爱运动与电影，期待遇见志同道合的你。,public,0,2025-08-04 09:27:13,2025-08-04 09:27:13
127,127,有趣的灵魂在路上,热爱运动与电影，期待遇见志同道合的你。,public,0,2025-09-04 09:27:13,2025-09-04 09:27:13
128,128,有趣的灵魂在路上,程序员一枚，喜欢做饭和摄影，认真对待感情。,matched,0,2025-08-28 09:27:13,2025-08-28 09:27:13
129,129,慢热但真诚,热爱运动与电影，期待遇见志同道合的你。,public,0,2025-07-19 09:27:13,2025-07-19 09:27:13
130,130,享受生活，热爱运动,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,0,2025-08-13 09:27:13,2025-08-13 09:27:13
131,131,爱阅读、爱旅行,猫派，咖啡控，喜欢书店和博物馆。,public,0,2025-06-28 09:27:13,2025-06-28 09:27:13
132,132,爱阅读、爱旅行,程序员一枚，喜欢做饭和摄影，认真对待感情。,matchmaker_only,0,2025-09-09 09:27:13,2025-09-09 09:27:13
133,133,认真找对象,猫派，咖啡控，喜欢书店和博物馆。,matched,0,2025-06-21 09:27:13,2025-06-21 09:27:13
134,134,爱阅读、爱旅行,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,0,2025-07-01 09:27:13,2025-07-01 09:27:13
135,135,认真找对象,热爱运动与电影，期待遇见志同道合的你。,matched,0,2025-07-31 09:27:13,2025-07-31 09:27:13
136,136,有趣的灵魂在路上,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,0,2025-06-19 09:27:13,2025-06-19 09:27:13
137,137,爱阅读、爱旅行,猫派，咖啡控，喜欢书店和博物馆。,public,0,2025-07-10 09:27:13,2025-07-10 09:27:13
138,138,认真找对象,热爱运动与电影，期待遇见志同道合的你。,matched,0,2025-08-04 09:27:13,2025-08-04 09:27:13
139,139,爱阅读、爱旅行,热爱运动与电影，期待遇见志同道合的你。,matched,0,2025-07-08 09:27:13,2025-07-08 09:27:13
140,140,认真找对象,外向开朗，周末citywalk，向往稳定的亲密关系。,public,0,2025-07-05 09:27:13,2025-07-05 09:27:13
141,141,有趣的灵魂在路上,猫派，咖啡控，喜欢书店和博物馆。,public,0,2025-06-27 09:27:13,2025-06-27 09:27:13
142,142,享受生活，热爱运动,程序员一枚，喜欢做饭和摄影，认真对待感情。,matchmaker_only,0,2025-07-09 09:27:13,2025-07-09 09:27:13
143,143,享受生活，热爱运动,猫派，咖啡控，喜欢书店和博物馆。,public,0,2025-09-04 09:27:13,2025-09-04 09:27:13
144,144,有趣的灵魂在路上,猫派，咖啡控，喜欢书店和博物馆。,public,0,2025-07-25 09:27:13,2025-07-25 09:27:13
145,145,慢热但真诚,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,0,2025-08-15 09:27:13,2025-08-15 09:27:13
146,146,慢热但真诚,猫派，咖啡控，喜欢书店和博物馆。,matched,0,2025-07-25 09:27:13,2025-07-25 09:27:13
147,147,爱阅读、爱旅行,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,0,2025-08-26 09:27:13,2025-08-26 09:27:13
148,148,享受生活，热爱运动,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,0,2025-06-27 09:27:13,2025-06-27 09:27:13
149,149,慢热但真诚,猫派，咖啡控，喜欢书店和博物馆。,matched,0,2025-09-03 09:27:13,2025-09-03 09:27:13
150,150,享受生活，热爱运动,热爱运动与电影，期待遇见志同道合的你。,matched,0,2025-08-17 09:27:13,2025-08-17 09:27:13
151,151,有趣的灵魂在路上,猫派，咖啡控，喜欢书店和博物馆。,matched,0,2025-08-13 09:27:13,2025-08-13 09:27:13
152,152,爱阅读、爱旅行,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,0,2025-08-27 09:27:13,2025-08-27 09:27:13
153,153,享受生活，热爱运动,程序员一枚，喜欢做饭和摄影，认真对待感情。,matched,0,2025-08-15 09:27:13,2025-08-15 09:27:13
154,154,爱阅读、爱旅行,猫派，咖啡控，喜欢书店和博物馆。,matched,0,2025-07-21 09:27:13,2025-07-21 09:27:13
155,155,认真找对象,猫派，咖啡控，喜欢书店和博物馆。,public,0,2025-08-23 09:27:13,2025-08-23 09:27:13
156,156,享受生活，热爱运动,程序员一枚，喜欢做饭和摄影，认真对待感情。,matched,0,2025-08-23 09:27:13,2025-08-23 09:27:13
157,157,享受生活，热爱运动,程序员一枚，喜欢做饭和摄影，认真对待感情。,public,0,2025-08-17 09:27:13,2025-08-17 09:27:13
158,158,认真找对象,程序员一枚，喜欢做饭和摄影，认真对待感情。,matchmaker_only,0,2025-07-09 09:27:13,2025-07-09 09:27:13
159,159,慢热但真诚,外向开朗，周末citywalk，向往稳定的亲密关系。,public,0,2025-08-18 09:27:13,2025-08-18 09:27:13
160,160,有趣的灵魂在路上,程序员一枚，喜欢做饭和摄影，认真对待感情。,matched,0,2025-07-15 09:27:13,2025-07-15 09:27:13
161,161,爱阅读、爱旅行,猫派，咖啡控，喜欢书店和博物馆。,public,0,2025-09-03 09:27:13,2025-09-03 09:27:13
162,162,享受生活，热爱运动,猫派，咖啡控，喜欢书店和博物馆。,public,0,2025-08-31 09:27:13,2025-08-31 09:27:13
163,163,有趣的灵魂在路上,外向开朗，周末citywalk，向往稳定的亲密关系。,matched,0,2025-09-12 09:27:13,2025-09-12 09:27:13
164,164,爱阅读、爱旅行,热爱运动与电影，期待遇见志同道合的你。,public,0,2025-07-03 09:27:13,2025-07-03 09:27:13
165,165,爱阅读、爱旅行,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,0,2025-08-20 09:27:13,2025-08-20 09:27:13
166,166,爱阅读、爱旅行,外向开朗，周末citywalk，向往稳定的亲密关系。,matched,0,2025-07-22 09:27:13,2025-07-22 09:27:13
167,167,慢热但真诚,猫派，咖啡控，喜欢书店和博物馆。,matched,0,2025-06-19 09:27:13,2025-06-19 09:27:13
168,168,有趣的灵魂在路上,热爱运动与电影，期待遇见志同道合的你。,matchmaker_only,0,2025-07-31 09:27:13,2025-07-31 09:27:13
169,169,有趣的灵魂在路上,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,0,2025-09-04 09:27:13,2025-09-04 09:27:13
170,170,慢热但真诚,程序员一枚，喜欢做饭和摄影，认真对待感情。,matchmaker_only,0,2025-09-02 09:27:13,2025-09-02 09:27:13
171,171,有趣的灵魂在路上,程序员一枚，喜欢做饭和摄影，认真对待感情。,matchmaker_only,0,2025-07-09 09:27:13,2025-07-09 09:27:13
172,172,慢热但真诚,猫派，咖啡控，喜欢书店和博物馆。,matched,0,2025-08-04 09:27:13,2025-08-04 09:27:13
173,173,认真找对象,程序员一枚，喜欢做饭和摄影，认真对待感情。,matched,0,2025-07-01 09:27:13,2025-07-01 09:27:13
174,174,爱阅读、爱旅行,外向开朗，周末citywalk，向往稳定的亲密关系。,public,0,2025-07-19 09:27:13,2025-07-19 09:27:13
175,175,认真找对象,程序员一枚，喜欢做饭和摄影，认真对待感情。,matched,0,2025-07-10 09:27:13,2025-07-10 09:27:13
176,176,享受生活，热爱运动,程序员一枚，喜欢做饭和摄影，认真对待感情。,matchmaker_only,0,2025-07-09 09:27:13,2025-07-09 09:27:13
177,177,爱阅读、爱旅行,热爱运动与电影，期待遇见志同道合的你。,public,0,2025-07-28 09:27:13,2025-07-28 09:27:13
178,178,享受生活，热爱运动,猫派，咖啡控，喜欢书店和博物馆。,public,0,2025-07-22 09:27:13,2025-07-22 09:27:13
179,179,爱阅读、爱旅行,猫派，咖啡控，喜欢书店和博物馆。,public,0,2025-07-04 09:27:13,2025-07-04 09:27:13
180,180,有趣的灵魂在路上,程序员一枚，喜欢做饭和摄影，认真对待感情。,public,0,2025-09-04 09:27:13,2025-09-04 09:27:13
181,181,慢热但真诚,程序员一枚，喜欢做饭和摄影，认真对待感情。,public,0,2025-07-27 09:27:13,2025-07-27 09:27:13
182,182,慢热但真诚,外向开朗，周末citywalk，向往稳定的亲密关系。,matched,0,2025-06-28 09:27:13,2025-06-28 09:27:13
183,183,认真找对象,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,0,2025-09-11 09:27:13,2025-09-11 09:27:13
184,184,享受生活，热爱运动,猫派，咖啡控，喜欢书店和博物馆。,public,0,2025-06-17 09:27:13,2025-06-17 09:27:13
185,185,慢热但真诚,猫派，咖啡控，喜欢书店和博物馆。,public,0,2025-08-26 09:27:13,2025-08-26 09:27:13
186,186,有趣的灵魂在路上,猫派，咖啡控，喜欢书店和博物馆。,matched,0,2025-08-31 09:27:13,2025-08-31 09:27:13
187,187,爱阅读、爱旅行,外向开朗，周末citywalk，向往稳定的亲密关系。,public,0,2025-08-25 09:27:13,2025-08-25 09:27:13
188,188,认真找对象,程序员一枚，喜欢做饭和摄影，认真对待感情。,matchmaker_only,0,2025-07-05 09:27:13,2025-07-05 09:27:13
189,189,爱阅读、爱旅行,热爱运动与电影，期待遇见志同道合的你。,matched,0,2025-07-03 09:27:13,2025-07-03 09:27:13
190,190,享受生活，热爱运动,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,0,2025-07-26 09:27:13,2025-07-26 09:27:13
191,191,有趣的灵魂在路上,外向开朗，周末citywalk，向往稳定的亲密关系。,matched,0,2025-07-10 09:27:13,2025-07-10 09:27:13
192,192,有趣的灵魂在路上,热爱运动与电影，期待遇见志同道合的你。,public,0,2025-06-30 09:27:13,2025-06-30 09:27:13
193,193,慢热但真诚,热爱运动与电影，期待遇见志同道合的你。,matched,0,2025-07-22 09:27:13,2025-07-22 09:27:13
194,194,认真找对象,程序员一枚，喜欢做饭和摄影，认真对待感情。,public,0,2025-07-17 09:27:13,2025-07-17 09:27:13
195,195,爱阅读、爱旅行,热爱运动与电影，期待遇见志同道合的你。,matched,0,2025-07-10 09:27:13,2025-07-10 09:27:13
196,196,认真找对象,外向开朗，周末citywalk，向往稳定的亲密关系。,public,0,2025-08-29 09:27:13,2025-08-29 09:27:13
197,197,爱阅读、爱旅行,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,0,2025-08-24 09:27:13,2025-08-24 09:27:13
