id,user_id,tagline,bio,visibility_scope,completion_score,created_at,updated_at
33,33,认真找对象,猫派，咖啡控，喜欢书店和博物馆。,public,77,2025-09-04 11:04:02,2025-09-04 11:04:02
34,34,认真找对象,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,65,2025-08-08 11:04:02,2025-08-08 11:04:02
35,35,享受生活，热爱运动,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,76,2025-08-25 11:04:02,2025-08-25 11:04:02
36,36,慢热但真诚,热爱运动与电影，期待遇见志同道合的你。,matched,62,2025-06-26 11:04:02,2025-06-26 11:04:02
37,37,有趣的灵魂在路上,热爱运动与电影，期待遇见志同道合的你。,matchmaker_only,98,2025-06-24 11:04:02,2025-06-24 11:04:02
38,38,慢热但真诚,程序员一枚，喜欢做饭和摄影，认真对待感情。,public,100,2025-07-25 11:04:02,2025-07-25 11:04:02
39,39,有趣的灵魂在路上,猫派，咖啡控，喜欢书店和博物馆。,matched,83,2025-06-24 11:04:02,2025-06-24 11:04:02
40,40,享受生活，热爱运动,程序员一枚，喜欢做饭和摄影，认真对待感情。,matched,90,2025-08-14 11:04:02,2025-08-14 11:04:02
41,41,认真找对象,热爱运动与电影，期待遇见志同道合的你。,matchmaker_only,96,2025-06-24 11:04:02,2025-06-24 11:04:02
42,42,爱阅读、爱旅行,热爱运动与电影，期待遇见志同道合的你。,matched,96,2025-06-18 11:04:02,2025-06-18 11:04:02
43,43,认真找对象,程序员一枚，喜欢做饭和摄影，认真对待感情。,matched,65,2025-07-22 11:04:02,2025-07-22 11:04:02
44,44,慢热但真诚,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,80,2025-06-27 11:04:02,2025-06-27 11:04:02
45,45,有趣的灵魂在路上,猫派，咖啡控，喜欢书店和博物馆。,public,84,2025-07-19 11:04:02,2025-07-19 11:04:02
46,46,认真找对象,程序员一枚，喜欢做饭和摄影，认真对待感情。,public,80,2025-06-19 11:04:02,2025-06-19 11:04:02
47,47,有趣的灵魂在路上,外向开朗，周末citywalk，向往稳定的亲密关系。,public,89,2025-06-13 11:04:02,2025-06-13 11:04:02
48,48,有趣的灵魂在路上,热爱运动与电影，期待遇见志同道合的你。,matched,91,2025-06-22 11:04:02,2025-06-22 11:04:02
49,49,享受生活，热爱运动,猫派，咖啡控，喜欢书店和博物馆。,public,61,2025-07-16 11:04:02,2025-07-16 11:04:02
50,50,认真找对象,外向开朗，周末citywalk，向往稳定的亲密关系。,matched,97,2025-06-25 11:04:02,2025-06-25 11:04:02
51,51,慢热但真诚,热爱运动与电影，期待遇见志同道合的你。,matchmaker_only,99,2025-08-11 11:04:02,2025-08-11 11:04:02
52,52,认真找对象,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,84,2025-07-23 11:04:02,2025-07-23 11:04:02
53,53,爱阅读、爱旅行,外向开朗，周末citywalk，向往稳定的亲密关系。,matched,60,2025-07-31 11:04:02,2025-07-31 11:04:02
54,54,有趣的灵魂在路上,外向开朗，周末citywalk，向往稳定的亲密关系。,matched,99,2025-08-29 11:04:02,2025-08-29 11:04:02
55,55,有趣的灵魂在路上,热爱运动与电影，期待遇见志同道合的你。,matched,89,2025-09-06 11:04:02,2025-09-06 11:04:02
56,56,爱阅读、爱旅行,热爱运动与电影，期待遇见志同道合的你。,matchmaker_only,100,2025-08-17 11:04:02,2025-08-17 11:04:02
57,57,享受生活，热爱运动,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,76,2025-08-23 11:04:02,2025-08-23 11:04:02
58,58,爱阅读、爱旅行,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,82,2025-06-25 11:04:02,2025-06-25 11:04:02
59,59,爱阅读、爱旅行,猫派，咖啡控，喜欢书店和博物馆。,matched,74,2025-07-03 11:04:02,2025-07-03 11:04:02
60,60,有趣的灵魂在路上,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,70,2025-08-08 11:04:02,2025-08-08 11:04:02
61,61,享受生活，热爱运动,热爱运动与电影，期待遇见志同道合的你。,matched,68,2025-06-25 11:04:02,2025-06-25 11:04:02
62,62,有趣的灵魂在路上,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,94,2025-07-01 11:04:02,2025-07-01 11:04:02
63,63,有趣的灵魂在路上,程序员一枚，喜欢做饭和摄影，认真对待感情。,matchmaker_only,61,2025-09-02 11:04:02,2025-09-02 11:04:02
64,64,爱阅读、爱旅行,热爱运动与电影，期待遇见志同道合的你。,public,81,2025-07-13 11:04:02,2025-07-13 11:04:02
65,65,慢热但真诚,外向开朗，周末citywalk，向往稳定的亲密关系。,public,82,2025-07-23 11:04:02,2025-07-23 11:04:02
66,66,爱阅读、爱旅行,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,92,2025-09-06 11:04:02,2025-09-06 11:04:02
67,67,有趣的灵魂在路上,程序员一枚，喜欢做饭和摄影，认真对待感情。,public,79,2025-07-22 11:04:02,2025-07-22 11:04:02
68,68,有趣的灵魂在路上,程序员一枚，喜欢做饭和摄影，认真对待感情。,public,91,2025-07-04 11:04:02,2025-07-04 11:04:02
69,69,享受生活，热爱运动,猫派，咖啡控，喜欢书店和博物馆。,matched,75,2025-08-16 11:04:02,2025-08-16 11:04:02
70,70,慢热但真诚,热爱运动与电影，期待遇见志同道合的你。,matchmaker_only,76,2025-08-07 11:04:02,2025-08-07 11:04:02
71,71,慢热但真诚,热爱运动与电影，期待遇见志同道合的你。,matchmaker_only,100,2025-07-29 11:04:02,2025-07-29 11:04:02
72,72,享受生活，热爱运动,程序员一枚，喜欢做饭和摄影，认真对待感情。,matched,75,2025-08-24 11:04:02,2025-08-24 11:04:02
73,73,慢热但真诚,外向开朗，周末citywalk，向往稳定的亲密关系。,public,72,2025-07-23 11:04:02,2025-07-23 11:04:02
74,74,认真找对象,外向开朗，周末citywalk，向往稳定的亲密关系。,matched,83,2025-08-01 11:04:02,2025-08-01 11:04:02
75,75,有趣的灵魂在路上,热爱运动与电影，期待遇见志同道合的你。,public,71,2025-08-02 11:04:02,2025-08-02 11:04:02
76,76,享受生活，热爱运动,程序员一枚，喜欢做饭和摄影，认真对待感情。,matchmaker_only,100,2025-06-18 11:04:02,2025-06-18 11:04:02
77,77,有趣的灵魂在路上,猫派，咖啡控，喜欢书店和博物馆。,public,95,2025-08-15 11:04:02,2025-08-15 11:04:02
78,78,享受生活，热爱运动,外向开朗，周末citywalk，向往稳定的亲密关系。,matched,71,2025-07-27 11:04:02,2025-07-27 11:04:02
79,79,认真找对象,猫派，咖啡控，喜欢书店和博物馆。,public,60,2025-06-22 11:04:02,2025-06-22 11:04:02
80,80,认真找对象,猫派，咖啡控，喜欢书店和博物馆。,public,65,2025-07-28 11:04:02,2025-07-28 11:04:02
81,81,慢热但真诚,程序员一枚，喜欢做饭和摄影，认真对待感情。,matchmaker_only,78,2025-08-11 11:04:02,2025-08-11 11:04:02
82,82,享受生活，热爱运动,猫派，咖啡控，喜欢书店和博物馆。,matched,99,2025-07-28 11:04:02,2025-07-28 11:04:02
83,83,有趣的灵魂在路上,程序员一枚，喜欢做饭和摄影，认真对待感情。,matched,87,2025-07-17 11:04:02,2025-07-17 11:04:02
84,84,认真找对象,外向开朗，周末citywalk，向往稳定的亲密关系。,matched,76,2025-08-16 11:04:02,2025-08-16 11:04:02
85,85,享受生活，热爱运动,热爱运动与电影，期待遇见志同道合的你。,public,82,2025-09-07 11:04:02,2025-09-07 11:04:02
86,86,有趣的灵魂在路上,外向开朗，周末citywalk，向往稳定的亲密关系。,matched,79,2025-07-23 11:04:02,2025-07-23 11:04:02
87,87,慢热但真诚,外向开朗，周末citywalk，向往稳定的亲密关系。,matched,77,2025-08-18 11:04:02,2025-08-18 11:04:02
88,88,爱阅读、爱旅行,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,75,2025-07-04 11:04:02,2025-07-04 11:04:02
89,89,慢热但真诚,程序员一枚，喜欢做饭和摄影，认真对待感情。,matchmaker_only,91,2025-08-16 11:04:02,2025-08-16 11:04:02
90,90,慢热但真诚,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,78,2025-08-12 11:04:02,2025-08-12 11:04:02
91,91,享受生活，热爱运动,程序员一枚，喜欢做饭和摄影，认真对待感情。,matchmaker_only,94,2025-07-30 11:04:02,2025-07-30 11:04:02
92,92,有趣的灵魂在路上,程序员一枚，喜欢做饭和摄影，认真对待感情。,matched,88,2025-07-04 11:04:02,2025-07-04 11:04:02
93,93,享受生活，热爱运动,程序员一枚，喜欢做饭和摄影，认真对待感情。,matchmaker_only,82,2025-06-27 11:04:02,2025-06-27 11:04:02
94,94,爱阅读、爱旅行,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,60,2025-07-18 11:04:02,2025-07-18 11:04:02
95,95,有趣的灵魂在路上,外向开朗，周末citywalk，向往稳定的亲密关系。,public,63,2025-06-12 11:04:02,2025-06-12 11:04:02
96,96,慢热但真诚,猫派，咖啡控，喜欢书店和博物馆。,public,92,2025-07-22 11:04:02,2025-07-22 11:04:02
97,97,享受生活，热爱运动,外向开朗，周末citywalk，向往稳定的亲密关系。,public,83,2025-07-22 11:04:02,2025-07-22 11:04:02
98,98,爱阅读、爱旅行,程序员一枚，喜欢做饭和摄影，认真对待感情。,public,65,2025-06-18 11:04:02,2025-06-18 11:04:02
99,99,享受生活，热爱运动,程序员一枚，喜欢做饭和摄影，认真对待感情。,public,80,2025-08-20 11:04:02,2025-08-20 11:04:02
100,100,认真找对象,程序员一枚，喜欢做饭和摄影，认真对待感情。,matchmaker_only,65,2025-08-26 11:04:02,2025-08-26 11:04:02
101,101,享受生活，热爱运动,热爱运动与电影，期待遇见志同道合的你。,matched,69,2025-07-27 11:04:02,2025-07-27 11:04:02
102,102,爱阅读、爱旅行,外向开朗，周末citywalk，向往稳定的亲密关系。,matched,61,2025-08-14 11:04:02,2025-08-14 11:04:02
103,103,享受生活，热爱运动,热爱运动与电影，期待遇见志同道合的你。,matched,85,2025-07-31 11:04:02,2025-07-31 11:04:02
104,104,享受生活，热爱运动,程序员一枚，喜欢做饭和摄影，认真对待感情。,public,79,2025-08-13 11:04:02,2025-08-13 11:04:02
105,105,认真找对象,猫派，咖啡控，喜欢书店和博物馆。,public,73,2025-08-23 11:04:02,2025-08-23 11:04:02
106,106,爱阅读、爱旅行,热爱运动与电影，期待遇见志同道合的你。,matched,74,2025-06-15 11:04:02,2025-06-15 11:04:02
107,107,慢热但真诚,猫派，咖啡控，喜欢书店和博物馆。,public,66,2025-07-19 11:04:02,2025-07-19 11:04:02
108,108,爱阅读、爱旅行,外向开朗，周末citywalk，向往稳定的亲密关系。,matched,96,2025-07-31 11:04:02,2025-07-31 11:04:02
109,109,认真找对象,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,100,2025-07-29 11:04:02,2025-07-29 11:04:02
110,110,享受生活，热爱运动,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,81,2025-07-11 11:04:02,2025-07-11 11:04:02
111,111,爱阅读、爱旅行,程序员一枚，喜欢做饭和摄影，认真对待感情。,public,80,2025-07-02 11:04:02,2025-07-02 11:04:02
112,112,享受生活，热爱运动,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,82,2025-09-06 11:04:02,2025-09-06 11:04:02
113,113,享受生活，热爱运动,热爱运动与电影，期待遇见志同道合的你。,matchmaker_only,89,2025-06-28 11:04:02,2025-06-28 11:04:02
114,114,慢热但真诚,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,91,2025-08-23 11:04:02,2025-08-23 11:04:02
115,115,爱阅读、爱旅行,猫派，咖啡控，喜欢书店和博物馆。,public,86,2025-08-28 11:04:02,2025-08-28 11:04:02
116,116,爱阅读、爱旅行,猫派，咖啡控，喜欢书店和博物馆。,matched,71,2025-09-09 11:04:02,2025-09-09 11:04:02
117,117,享受生活，热爱运动,热爱运动与电影，期待遇见志同道合的你。,public,68,2025-08-11 11:04:02,2025-08-11 11:04:02
118,118,慢热但真诚,热爱运动与电影，期待遇见志同道合的你。,public,82,2025-08-15 11:04:02,2025-08-15 11:04:02
119,119,认真找对象,热爱运动与电影，期待遇见志同道合的你。,matchmaker_only,97,2025-06-28 11:04:02,2025-06-28 11:04:02
120,120,慢热但真诚,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,61,2025-07-27 11:04:02,2025-07-27 11:04:02
121,121,慢热但真诚,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,93,2025-08-30 11:04:02,2025-08-30 11:04:02
122,122,爱阅读、爱旅行,猫派，咖啡控，喜欢书店和博物馆。,public,69,2025-06-27 11:04:02,2025-06-27 11:04:02
123,123,爱阅读、爱旅行,程序员一枚，喜欢做饭和摄影，认真对待感情。,public,90,2025-07-10 11:04:02,2025-07-10 11:04:02
124,124,慢热但真诚,热爱运动与电影，期待遇见志同道合的你。,public,97,2025-07-30 11:04:02,2025-07-30 11:04:02
125,125,有趣的灵魂在路上,热爱运动与电影，期待遇见志同道合的你。,public,78,2025-08-30 11:04:02,2025-08-30 11:04:02
126,126,有趣的灵魂在路上,程序员一枚，喜欢做饭和摄影，认真对待感情。,matched,77,2025-08-23 11:04:02,2025-08-23 11:04:02
127,127,慢热但真诚,热爱运动与电影，期待遇见志同道合的你。,public,92,2025-07-14 11:04:02,2025-07-14 11:04:02
128,128,享受生活，热爱运动,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,80,2025-08-08 11:04:02,2025-08-08 11:04:02
129,129,爱阅读、爱旅行,猫派，咖啡控，喜欢书店和博物馆。,public,94,2025-06-23 11:04:02,2025-06-23 11:04:02
130,130,爱阅读、爱旅行,程序员一枚，喜欢做饭和摄影，认真对待感情。,matchmaker_only,73,2025-09-04 11:04:02,2025-09-04 11:04:02
131,131,认真找对象,猫派，咖啡控，喜欢书店和博物馆。,matched,66,2025-08-22 11:04:02,2025-08-22 11:04:02
132,132,爱阅读、爱旅行,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,68,2025-06-26 11:04:02,2025-06-26 11:04:02
133,133,认真找对象,热爱运动与电影，期待遇见志同道合的你。,matched,76,2025-07-26 11:04:02,2025-07-26 11:04:02
134,134,有趣的灵魂在路上,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,62,2025-06-12 11:04:02,2025-06-12 11:04:02
135,135,爱阅读、爱旅行,热爱运动与电影，期待遇见志同道合的你。,public,84,2025-07-30 11:04:02,2025-07-30 11:04:02
136,136,认真找对象,外向开朗，周末citywalk，向往稳定的亲密关系。,matched,68,2025-08-26 11:04:02,2025-08-26 11:04:02
137,137,爱阅读、爱旅行,猫派，咖啡控，喜欢书店和博物馆。,public,81,2025-06-24 11:04:02,2025-06-24 11:04:02
138,138,爱阅读、爱旅行,热爱运动与电影，期待遇见志同道合的你。,public,66,2025-07-16 11:04:02,2025-07-16 11:04:02
139,139,慢热但真诚,猫派，咖啡控，喜欢书店和博物馆。,matched,82,2025-09-06 11:04:02,2025-09-06 11:04:02
140,140,有趣的灵魂在路上,猫派，咖啡控，喜欢书店和博物馆。,public,60,2025-08-09 11:04:02,2025-08-09 11:04:02
141,141,慢热但真诚,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,65,2025-09-06 11:04:02,2025-09-06 11:04:02
142,142,享受生活，热爱运动,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,89,2025-07-08 11:04:02,2025-07-08 11:04:02
143,143,慢热但真诚,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,62,2025-08-10 11:04:02,2025-08-10 11:04:02
144,144,慢热但真诚,猫派，咖啡控，喜欢书店和博物馆。,matched,85,2025-07-20 11:04:02,2025-07-20 11:04:02
145,145,爱阅读、爱旅行,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,70,2025-08-21 11:04:02,2025-08-21 11:04:02
146,146,认真找对象,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,74,2025-08-16 11:04:02,2025-08-16 11:04:02
147,147,爱阅读、爱旅行,程序员一枚，喜欢做饭和摄影，认真对待感情。,matched,95,2025-08-23 11:04:02,2025-08-23 11:04:02
148,148,认真找对象,外向开朗，周末citywalk，向往稳定的亲密关系。,matched,93,2025-07-06 11:04:02,2025-07-06 11:04:02
149,149,有趣的灵魂在路上,猫派，咖啡控，喜欢书店和博物馆。,matched,74,2025-08-08 11:04:02,2025-08-08 11:04:02
150,150,享受生活，热爱运动,猫派，咖啡控，喜欢书店和博物馆。,matched,60,2025-07-27 11:04:02,2025-07-27 11:04:02
151,151,慢热但真诚,热爱运动与电影，期待遇见志同道合的你。,public,84,2025-09-05 11:04:02,2025-09-05 11:04:02
152,152,慢热但真诚,猫派，咖啡控，喜欢书店和博物馆。,public,98,2025-07-26 11:04:02,2025-07-26 11:04:02
153,153,认真找对象,猫派，咖啡控，喜欢书店和博物馆。,public,89,2025-07-10 11:04:02,2025-07-10 11:04:02
154,154,享受生活，热爱运动,程序员一枚，喜欢做饭和摄影，认真对待感情。,matched,72,2025-08-18 11:04:02,2025-08-18 11:04:02
155,155,享受生活，热爱运动,热爱运动与电影，期待遇见志同道合的你。,matched,65,2025-08-11 11:04:02,2025-08-11 11:04:02
156,156,慢热但真诚,猫派，咖啡控，喜欢书店和博物馆。,matched,83,2025-07-23 11:04:02,2025-07-23 11:04:02
157,157,认真找对象,程序员一枚，喜欢做饭和摄影，认真对待感情。,matched,93,2025-06-14 11:04:02,2025-06-14 11:04:02
158,158,有趣的灵魂在路上,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,97,2025-09-03 11:04:02,2025-09-03 11:04:02
159,159,享受生活，热爱运动,热爱运动与电影，期待遇见志同道合的你。,matched,98,2025-06-15 11:04:02,2025-06-15 11:04:02
160,160,爱阅读、爱旅行,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,78,2025-07-18 11:04:02,2025-07-18 11:04:02
161,161,爱阅读、爱旅行,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,89,2025-07-01 11:04:02,2025-07-01 11:04:02
162,162,爱阅读、爱旅行,热爱运动与电影，期待遇见志同道合的你。,public,81,2025-09-09 11:04:02,2025-09-09 11:04:02
163,163,慢热但真诚,程序员一枚，喜欢做饭和摄影，认真对待感情。,matched,97,2025-08-07 11:04:02,2025-08-07 11:04:02
164,164,慢热但真诚,猫派，咖啡控，喜欢书店和博物馆。,matched,76,2025-08-05 11:04:02,2025-08-05 11:04:02
165,165,爱阅读、爱旅行,猫派，咖啡控，喜欢书店和博物馆。,public,67,2025-08-13 11:04:02,2025-08-13 11:04:02
166,166,认真找对象,程序员一枚，喜欢做饭和摄影，认真对待感情。,public,86,2025-07-06 11:04:02,2025-07-06 11:04:02
167,167,享受生活，热爱运动,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,70,2025-07-01 11:04:02,2025-07-01 11:04:02
168,168,有趣的灵魂在路上,程序员一枚，喜欢做饭和摄影，认真对待感情。,matchmaker_only,70,2025-07-04 11:04:02,2025-07-04 11:04:02
169,169,认真找对象,程序员一枚，喜欢做饭和摄影，认真对待感情。,matchmaker_only,84,2025-07-20 11:04:02,2025-07-20 11:04:02
170,170,慢热但真诚,热爱运动与电影，期待遇见志同道合的你。,public,92,2025-09-02 11:04:02,2025-09-02 11:04:02
171,171,爱阅读、爱旅行,猫派，咖啡控，喜欢书店和博物馆。,public,76,2025-07-26 11:04:02,2025-07-26 11:04:02
172,172,享受生活，热爱运动,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,80,2025-07-12 11:04:02,2025-07-12 11:04:02
173,173,享受生活，热爱运动,热爱运动与电影，期待遇见志同道合的你。,matchmaker_only,77,2025-07-16 11:04:02,2025-07-16 11:04:02
174,174,有趣的灵魂在路上,程序员一枚，喜欢做饭和摄影，认真对待感情。,public,66,2025-08-14 11:04:02,2025-08-14 11:04:02
175,175,爱阅读、爱旅行,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,61,2025-07-17 11:04:02,2025-07-17 11:04:02
176,176,有趣的灵魂在路上,热爱运动与电影，期待遇见志同道合的你。,matched,89,2025-07-21 11:04:02,2025-07-21 11:04:02
177,177,有趣的灵魂在路上,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,81,2025-07-23 11:04:02,2025-07-23 11:04:02
178,178,认真找对象,热爱运动与电影，期待遇见志同道合的你。,matchmaker_only,94,2025-07-31 11:04:02,2025-07-31 11:04:02
179,179,爱阅读、爱旅行,热爱运动与电影，期待遇见志同道合的你。,matched,98,2025-09-09 11:04:02,2025-09-09 11:04:02
180,180,享受生活，热爱运动,外向开朗，周末citywalk，向往稳定的亲密关系。,matched,61,2025-07-17 11:04:02,2025-07-17 11:04:02
181,181,享受生活，热爱运动,猫派，咖啡控，喜欢书店和博物馆。,public,97,2025-08-24 11:04:02,2025-08-24 11:04:02
182,182,慢热但真诚,热爱运动与电影，期待遇见志同道合的你。,matched,88,2025-06-21 11:04:02,2025-06-21 11:04:02
183,183,有趣的灵魂在路上,程序员一枚，喜欢做饭和摄影，认真对待感情。,matchmaker_only,67,2025-07-26 11:04:02,2025-07-26 11:04:02
184,184,慢热但真诚,程序员一枚，喜欢做饭和摄影，认真对待感情。,public,83,2025-06-26 11:04:02,2025-06-26 11:04:02
185,185,有趣的灵魂在路上,程序员一枚，喜欢做饭和摄影，认真对待感情。,matched,97,2025-07-23 11:04:02,2025-07-23 11:04:02
186,186,享受生活，热爱运动,热爱运动与电影，期待遇见志同道合的你。,public,79,2025-08-22 11:04:02,2025-08-22 11:04:02
187,187,慢热但真诚,猫派，咖啡控，喜欢书店和博物馆。,public,93,2025-08-15 11:04:02,2025-08-15 11:04:02
188,188,有趣的灵魂在路上,热爱运动与电影，期待遇见志同道合的你。,public,69,2025-07-14 11:04:02,2025-07-14 11:04:02
189,189,享受生活，热爱运动,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,76,2025-08-02 11:04:02,2025-08-02 11:04:02
190,190,爱阅读、爱旅行,程序员一枚，喜欢做饭和摄影，认真对待感情。,public,76,2025-09-06 11:04:02,2025-09-06 11:04:02
191,191,有趣的灵魂在路上,热爱运动与电影，期待遇见志同道合的你。,matched,87,2025-08-17 11:04:02,2025-08-17 11:04:02
192,192,有趣的灵魂在路上,外向开朗，周末citywalk，向往稳定的亲密关系。,matchmaker_only,85,2025-09-01 11:04:02,2025-09-01 11:04:02
193,193,慢热但真诚,猫派，咖啡控，喜欢书店和博物馆。,matchmaker_only,80,2025-08-29 11:04:02,2025-08-29 11:04:02
194,194,享受生活，热爱运动,猫派，咖啡控，喜欢书店和博物馆。,matched,65,2025-07-26 11:04:02,2025-07-26 11:04:02
195,195,爱阅读、爱旅行,程序员一枚，喜欢做饭和摄影，认真对待感情。,matched,63,2025-07-06 11:04:02,2025-07-06 11:04:02
196,196,享受生活，热爱运动,程序员一枚，喜欢做饭和摄影，认真对待感情。,matchmaker_only,66,2025-08-05 11:04:02,2025-08-05 11:04:02
